"sigA","sigB","topo","envfilt","stat","summary","Beta_a","S_a","Stot_a","Beta_b","S_b","Stot_b","Cor_ab","N","Ntot"
"0.25","0.5","many2many","opposite","50%","var",0.00153458212179394,0.0589027777777779,0,0.000441301644075477,0.013125,0,0.000864948191841257,0.364083333333336,145.633333333333
"0.25","0.5","many2many","opposite","97.5%","mean",2.79346859462952,16.681,30,1.67817122599097,8.8405,10,0.889780880612276,95.512625,1910.2525
"0.25","0.5","many2many","opposite","97.5%","var",0.0067160057814344,0.135372222222222,0.266666666666667,0.00186239292042531,0.0358277777777777,0,0.00518399367946592,11.4008034722222,4560.32138888888
"0.25","0.5","many2many","opposite","mean","mean",2.25971950953996,13.4109,29.941,1.36638405051249,7.39105,10,0.75090787763973,90.73955,1814.791
"0.25","0.5","many2many","opposite","mean","var",0.00203444590914458,0.0628216666666667,0.0425555555555556,0.000576495891882871,0.0149897222222222,0,0.00145613647183564,2.3052725,922.109
"0.25","0.5","many2many","opposite","var","mean",0.0606571939713156,2.16804716161616,0.0234535353535353,0.0189108772131283,0.511319845959596,0,0.0116392649002109,18.3091697449495,7323.6678979798
"0.25","0.5","many2many","opposite","var","var",2.3490755138608e-06,0.00108435459814191,0.00963226088040903,2.01896417764302e-07,7.68189402512783e-05,0,2.27634675908031e-06,14.6805785855888,2348892.57369421
"0.25","0.5","many2many","same","2.5%","mean",1.76071854506848,10.565125,29,1.12405520901475,6.2595,10,0.705069591028266,78.672375,1573.4475
"0.25","0.5","many2many","same","2.5%","var",0.000341409764887099,0.01525625,0,6.76482771991642e-05,0.00311319444444446,0,5.02204948822634e-05,0.0907743055555551,36.3097222222222
"0.25","0.5","many2many","same","50%","mean",2.15448059112075,13.8675,30,1.32134094810763,7.57,10,0.922542063698088,90.41,1808.2
"0.25","0.5","many2many","same","50%","var",0.00152644937926914,0.0570694444444445,0,0.000376889808606159,0.0127222222222222,0,0.000279210891077599,1.95518055555556,782.072222222222
"0.25","0.5","many2many","same","97.5%","mean",2.80958895420547,16.87125,30,1.59830404608261,8.897,10,0.969241580315699,95.398125,1907.9625
"0.25","0.5","many2many","same","97.5%","var",0.00543265625716728,0.119402777777778,0.473055555555555,0.00138620527015072,0.0281479166666667,0,0.002362623945956,11.8362298611111,4734.49194444444
"0.25","0.5","many2many","same","mean","mean",2.18599532818988,13.84665,29.825,1.33304822817001,7.5775,9.998,0.901811997474536,89.8011,1796.022
"0.25","0.5","many2many","same","mean","var",0.00193612431607018,0.0599763888888889,0.0894444444444444,0.000499890690317393,0.0133061111111111,0.00177777777777778,0.000480332020340283,3.04376,1217.504
"0.25","0.5","many2many","same","var","mean",0.0750376488208249,2.6964520479798,0.106944444444444,0.0186537149992719,0.566796212121212,0.000399999999999997,0.00482709516811727,22.2755401919192,8910.21607676768
"0.25","0.5","many2many","same","var","var",1.77930870900154e-06,0.000903114624251777,0.0221882404289812,2.00796970730259e-07,4.61172680508791e-05,0.000316049382716049,3.64830955747836e-07,11.915726304644,1906516.20874304
"0.25","0.5","one2many","all","2.5%","mean",3.44162793243529,2.899875,21.6425,2.30244440932826,1.8025,8.2425,0.908411855713501,46.98225,939.645
"0.25","0.5","one2many","all","2.5%","var",0.00910404641671127,0.00659722222222221,0.1,0.0034175318095661,0.00323333333333333,0,1.57707179342943e-05,0.113436111111111,45.3744444444444
